i,host
GL_LD_2_1_61004,Macrotermes_natalensis_dataset
B1_UK_H1_140952,Phoenix_dactylifera
X4_LQ1_2_1_116205,Armillaria_mellea
B3_YZ3_2_100874,Cosmoglyphus_oudemansi
Nh5SPO8_35357,Erythroxylum_alaternifolium
GM_YZ3_2_1_205949,Nyssa_sinensis
C1-YZ2-H2_102051,Periplaneta_americana_dataset
D6_LD1_2_106410,Alca_torda
B1_TZ_H3_490785,Tanypteryx_hageni_dataset
Nh15SPW1_42386,Orthetrum_coerulescens_dataset
GM_XX1_2_1_2709,Acomys_cahirinus
G1_XZ_H1_45763,Periplaneta_americana_dataset
GW_YZ3_2_1_213755,Araneus_angulatus
GW_HX1_2_130384,Scheffersomyces_segobiensis
B2_YZ1_2_1_376281,Caloenas_nicobarica
B1_YZ1_2_2_31002,Frankliniella_intonsa_dataset
B2_UK_H1_139486,Amilenus_aurantiacus
B1_XXZ2_2_105889,Canna_indica
C1-YZ1-H1_70136,Canna_indica
D1_YZ1_2_3_1214,Periplaneta_americana_dataset
D5_YZ2_2_180770,Geranium_maculatum
B2_YZ4_2_1_36576,Rhipicephalus_appendiculatus
GW_YZ3_2_1_273398,Erodium_cicutarium
GW_YZ5_2_13624,Pampusana_beccarii
D7_YZ2_2_167641,Scheffersomyces_segobiensis
C3-YZ4-2-1_16017,Heliornis_fulica
C3-YZ4-2-1_5306,Periplaneta_americana_dataset
C3-YZ4-2-1_59089,Armillaria_mellea
M_11_2_3_277152,Anania_coronata_dataset
P1_LZ1_2_1_127898,Solea_senegalensis
P1_LZ1_2_1_232042,Eurillas_virens
SZ1_YZ1_2_260890,Heterobasidion_annosum
A2_LZ1_2_7008,Calochortus_balsensis
C1-YZ1-H1_5660,Manis_pentadactyla
C1-LIK-H3_84008,Caloenas_nicobarica
B2_LZ1_2_1_129949,Oncorhynchus_tshawytscha
Nh56SPW1_46751,Frankliniella_intonsa_dataset
Nh56SPW1_112139,Frankliniella_intonsa_dataset
D7_QZ2_2_1_83615,Merops_apiaster
G1_XZ_H1_177295,Heterocephalus_glaber
A1_LZ2_2_157223,Pampusana_beccarii
A1_TZ1_2_1200,Megalurothrips_usitatus_dataset
B1_LD1_2_2_97999,Aptinothrips_rufus_dataset
B1_NC_2_1_133050,Pampusana_beccarii
B1_NC_2_1_133223,Rousettus_aegyptiacus
B1_NC_2_1_25179,Frankliniella_intonsa_dataset
B1_NC_2_1_3093,Pampusana_beccarii
B1_NC_2_12_29507,Canna_indica
B1_TZ_H3_134928,homo_sapiens
B1_UK_H4_259918,Anania_coronata_dataset
B1_UK_H5_153995,Anthropoides_virgo
B1_UK_H6_238075,Aptinothrips_rufus_dataset
B1_UK_H7_89123,Ceratosolen_fusciceps_dataset
B1_XXZ4_2_2_87850,Macrotermes_natalensis_dataset
B1_XZ_H5_32481,Andrena_camellia_dataset
B1_YZ_H3_107452,Stratiolaelaps_miles
B1_YZ_H3_163540,Santalum_album
B1_YZ_H3_163540,Scurrula_parasitica
B1_YZ_H3_57487,Bombus_bimaculatus_dataset
B1_YZ2_2_136973,Calochortus_balsensis
B1YZ_2_4_102968,Aramus_guarauna
B1YZ_2_4_62105,Sus_scrofa
B2_DZ2_2_137552,Erythroxylum_alaternifolium
B2_UK_H1_135363,Santalum_album
B2_UK_H1_135363,Scurrula_parasitica
B2_XZ_H1_131030,Phoenix_dactylifera
B2_YZ_H1_56878,homo_sapiens
B2_YZ1_2_1_281798,Phoenix_dactylifera
BN_2_9_80491,Caloenas_nicobarica
C1-UK-H1_183748,Phoenix_dactylifera
C1-YZ1-H1_144637,Aramus_guarauna
D1_YZ2_2_1_239402,Cosmoglyphus_oudemansi
D3_XX1_2_22830,Carpoglyphus_lactis
D3_YZ2_2_45573,Berberis_aquifolium
D3_YZ3_2_243598,Coffea_arabica
D5_YZ1_2_157666,Canna_indica
D5_YZ1_2_197683,Calochortus_balsensis
D5_YZ1_2_82280,Bombyx_mori_dataset
D5_YZ2_2_123286,Cinnamomum_aromaticum
D5_YZ2_2_123286,Persea_americana
D6_YZ1_2_82531,Curcuma_longa
D6_YZ2_2_48982,Frankliniella_intonsa_dataset
D6_YZ3_2_105678,Aptinothrips_rufus_dataset
G1_XZ1_2_181419,Aptinothrips_rufus_dataset
G1_YZ1_2_2_270335,Bombyx_mori_dataset
G1_YZ1_2_2_45219,Frankliniella_intonsa_dataset
G1_YZ3_2_1_113375,Aptinothrips_rufus_dataset
GD1_QZ1_2_85124,Canna_indica
GD1_QZ2_2_445554,Epinephelus_lanceolatus
GD1_UK1_2_1_77319,Rousettus_aegyptiacus
GL_QZ1_2_1_313983,Dipsacus_fullonum
GL_XX2_2_1_38658,Erodium_cicutarium
GL_YZ1_2_1_27892,Canna_indica
GL_YZ2_2_181907,Leiobunum_manubriatum
GL_YZ2_2_71040,Frankliniella_intonsa_dataset
GM_UK1_2_1_100445,Anas_acuta
GM_XX1_2_1_221198,Periplaneta_americana_dataset
GM1_UK7_2_1_70047,Balaeniceps_rex
GM1_YZ3_2_1_205318,Gomphocerus_sibiricus_dataset
GQ1_UK7_2_1_39380,Pampusana_beccarii
GQ2_LZ1_2_1_54582,Frankliniella_intonsa_dataset
GQ2_TZ6_2_28445,Pampusana_beccarii
H_BN_2_1_462062,Curcuma_longa
H_BN_2_7_306211,Aramus_guarauna
hlSP44W1_66250,Pergamasus_crassipes
hnSP32W1_16146,Actenoides_hombroni
hnSP32W1_4211,Frankliniella_intonsa_dataset
J4_YZ1_2_1_55106,Leiobunum_manubriatum
J4_YZ1_2_27353,Aptinothrips_rufus_dataset
J5_LD1_2_251590,Ailurus_styani
L5_LZ1_2_1_154853,Pergamasus_crassipes
L5_YZ1_2_1_148863,Pampusana_beccarii
M_11_2_3_109660,Canna_indica
M_14_2_93137,Heterocephalus_glaber
M_15_2_101657,Pseudeuparius_sepicola_dataset
M_47_2_3_109713,Talpa_europaea
M_47_2_3_151319,Erodium_cicutarium
M47_2_3_109085,Talpa_europaea
M47_2_3_152997,Erodium_cicutarium
M49_2_4_124739,Canna_indica
Nh54SPW1_152965,homo_sapiens
Ns101SPO1_98172,Canna_indica
Ns103SPW1_173701,Leiobunum_manubriatum
Ns103SPW1_44107,Adelges_abietis_dataset
P1_LW1_2_211211,Dipsacus_fullonum
ST1_B1_2_126512,Canna_indica
SZ1_YZ1_2_241218,Phalangium_opilio
SZ2_YZ1_2_155803,Pampusana_beccarii
SZ4_YZ1_1_14684,Geranium_maculatum
X1_LZ2_2_1_19934,Merops_apiaster
X2_02_60828,Aptinothrips_rufus_dataset
X2_03_17973,Aptinothrips_rufus_dataset
X2_03_25012,Araneus_angulatus
X2_03_42206,Pergamasus_crassipes
X2_04_1138,Curcuma_longa
X2_05_40167,Santalum_album
X2_05_40167,Scurrula_parasitica
X2_09_15463,Carpoglyphus_lactis
X2_XX2_2_1_236305,Scheffersomyces_segobiensis
X3_25_8557,Calochortus_balsensis
X4_LQ1_2_1_152759,Adelges_abietis_dataset
X5_JX1_2_1_130671,Areca_camarinensis
XC2_WZ1_2_1_118332,Phoenix_dactylifera
L5_LZ1_2_1_112279,Areca_camarinensis
B3_YZ3_2_52642,Allygidius_commutatus_dataset
GL_YZ2_2_1_42091,Carpoglyphus_lactis
H-7-1-1_13905,Geranium_maculatum
J3_XZ1_2_1_176810,Leiobunum_manubriatum
J3_DZ1_2_1_42222,Leiobunum_manubriatum
SZ3_PF1_2_509806,Tiliqua_scincoides
A2_XX1_2_1_254949,Merops_apiaster
D7_QZ1_2_30867,Tanypteryx_hageni_dataset
hnSP37W2_67648,Caloenas_nicobarica
B1_UK_H4_47705,Succisa_pratensis
GL_QZ2_2_9860,Megalurothrips_usitatus_dataset
B1_UK_H10_184729,Dipsacus_fullonum
Nh16SPW1_100846,Calochortus_balsensis
GH_UK5_2_1_17615,Erodium_cicutarium
GQ2_LZ1_2_1_286734,Suncus_etruscus
B1_UK_H1_53989,Gomphocerus_sibiricus_dataset
GC_GL1_2_1_27716,Periplaneta_americana_dataset
H_1_2_31_25061,Canna_indica
B1_LZ1_2_4_11730,Caloenas_nicobarica
L_WS_2_2_92049,Pleurotus_ostreatus
B1_XXZ4_2_2_137247,Pergamasus_crassipes
GM1_UK7_2_1_77099,Succisa_pratensis
GQ2_LZ1_2_1_307439,Gomphocerus_sibiricus_dataset
A2_XX1_2_1_115077,Zingiber_officinale
GM_YZ1_2_1_191947,Coptis_teeta
C1-TZ-H2_10912,Tanypteryx_hageni_dataset
B2_TZ2_2_174884,Curcuma_longa
B1_UK_H1_473166,Caloenas_nicobarica
GW_YZ1_2_9075,Carpoglyphus_lactis
D6_XX1_2_22079,Zingiber_officinale
B1_NC_2_12_154425,Canna_indica
D5_YZ1_2_135513,Anax_junius_dataset
B1_XZ_H5_68549,Boa_constrictor
B1_UK_H10_74207,Nematopogon_robertella_dataset
B1_NC_2_12_77811,Zingiber_officinale
ST1_B1_1_44908,Boa_constrictor
G1_XZ_H1_721,Aptinothrips_rufus_dataset
B1_NC_2_1_109980,Canna_indica
GL_DY1_2_1_151092,Carpoglyphus_lactis
ST1_B1_1_1454,Santalum_album
ST1_B1_1_1454,Scurrula_parasitica
ST1_B1_3_101484,Carpoglyphus_lactis
ST1_B1_1_15678,Tiliqua_scincoides
D6_YZ1_2_101155,Megalurothrips_usitatus_dataset
B1YZ_2_4_20271,Calochortus_balsensis
J4_YZ1_2_1_127532,Heterocephalus_glaber
G1_XZ_H1_64612,Anas_acuta
C2-YZ4-2-1_81583,Calochortus_balsensis
G1_YZ1_2_4_89821,Cyprinus_carpio
X2_JX1_2_1_301027,Erodium_cicutarium
Nq43SPO2_53294,Aquilaria_sinensis
B2_YZ_H1_86344,Pampusana_beccarii
GL_XX2_2_1_78362,Boa_constrictor
GL_X2_A5_2_167227,Carpoglyphus_lactis
GL_X2_A1_1_38016,Andrena_camellia_dataset
C1-YZ1-H1_81033,Calochortus_balsensis
C1-UK-H1_103098,Erodium_cicutarium
B1_UK_H6_53887,Erodium_cicutarium
BN_2_8_150917,Erodium_cicutarium
A2_YZ1_2_197219,Areca_camarinensis
B1YZ_2_4_113971,Phoenix_dactylifera
GM1_YZ1_2_1_112323,Ceratosolen_fusciceps_dataset
X3_3_23615,Merops_apiaster
GD2_XX1_2_1_138265,Frankliniella_intonsa_dataset
ST1_B1_2_73798,Carpoglyphus_lactis
GA_YL1_2_1_130303,Andrena_camellia_dataset
B1_UK_H7_36201,Cyprinus_carpio
B1_YZ1_2_1_153765,homo_sapiens
B1_UK_H7_55639,Ornithodoros_gurneyi
GM_YZ1_2_1_138993,Areca_camarinensis
GL_YZ2_2_1_20185,Canna_indica
D6_LZ2_2_107736,Caloenas_nicobarica
B3_YZ3_2_105127,Phoenix_dactylifera
X2NPF1_2_1_92504,Leiobunum_manubriatum
Nd20SPO1_29977,Carabus_banonii_dataset
G1_XZ1_2_289366,Anax_junius_dataset
B1_UK_H3_101517,Heterocephalus_glaber
X2_LZ2_2_1_261496,Caloenas_nicobarica
X2_YS1_2_1_82522,Pampusana_beccarii
XC1_YZ2_2_1_62978,Calochortus_balsensis
XC1_LD1_2_1_178151,Alca_torda
Nh55SPW2_211359,Caloenas_nicobarica
C1-YZ1-H3_10140,Andrena_camellia_dataset
M_52_2_1_451845,Canna_indica
GM_XX1_2_1_147496,Boana_sibleszi
X4_LZ2_2_1_51689,Succisa_pratensis
P1_XX1_2_169386,Canna_indica
GM_YZ1_2_1_38076,Scheffersomyces_segobiensis
L2_BC2_2_129707,Cosmoglyphus_oudemansi
GC_JX1_2_1_11322,Cyrtopogon_pulchripes_dataset
B1_NC_2_2_187,Aptinothrips_rufus_dataset
GL_DL_2_2005,Pampusana_beccarii
GM1_YZ3_2_1_121424,Anabrus_simplex_dataset
GW_QZ2_2_7613,Canna_indica
C1-UK-H1_139084,Phoenix_dactylifera
D7_LW1_2_1_23660,Anania_coronata_dataset
Nh13SPW1_15806,Aptinothrips_rufus_dataset
GW_YZ4_2_36830,Canna_indica
B1_LD1_2_2_91134,Rhinella_marina
GQ2_LZ1_2_1_7879,Caloenas_nicobarica
B2_YZ3_2_1_81475,Nyssa_sinensis
B1_NC_2_1_114982,Caloenas_nicobarica
G1_UK_H3_121437,Merops_apiaster
H-NC-1_18499,Canna_indica
B1_NC_2_1_6842,Erodium_cicutarium
X2_012_193841,Tanypteryx_hageni_dataset
GW_QZ2_2_20719,Cosmoglyphus_oudemansi
B1_LD1_2_2_193009,Zingiber_officinale
P1_XX1_2_187240,Canna_indica
B1_XZ_H4_127141,Curcuma_longa
B1_UK_H7_172799,Pampusana_beccarii
Nh56SPW1_69804,Achipteria_coleoptrata
GM1_LZ2_2_1_283513,Eurillas_virens
GC_DY1_2_1_22864,Calochortus_balsensis
C2-LD1-2-2_30999,Aedes_aegypti
C1-YZ2-H2_7577,Anania_coronata_dataset
C1-TZ-H2_10381,Tanypteryx_hageni_dataset
GL_YZ1_2_2_523,Ornithodoros_gurneyi
GQ2_UK2_2_1_2776,Heterocephalus_glaber
X4_PM1_2_1_1893,Calochortus_balsensis
ST1_B1_1_19418,Suncus_etruscus
Ns116SPO1_181484,Rhinella_marina
GQ2_LZ2_2_1_101545,Tanypteryx_hageni_dataset
GQ1_UK3_2_1_80416,Carpinus_betulus
GL_XX2_2_1_14067,Tanypteryx_hageni_dataset
P1_LZ1_2_1_108226,Coptis_teeta
P1_LZ1_2_1_122744,Pergamasus_crassipes
GW_YZ3_2_1_189811,Allygidius_commutatus_dataset
H_NC_5_194286,Nematopogon_robertella_dataset
B2_MZ2_2_149262,Stratiolaelaps_miles
GL_XX2_2_1_75131,Aptinothrips_rufus_dataset
D7_LW1_2_1_60446,Allygidius_commutatus_dataset
C3-YZ4-2-1_53934,Canna_indica
X4_LZ3_2_1_98880,Phoenix_dactylifera
B1_XXZ1_H2_203710,Araneus_angulatus
GD2_YZ1_2_1_74936,Balaeniceps_rex
Nh12SPO4_32752,Sus_scrofa
Nh68SPW1_101602,Leiobunum_manubriatum
Nh5SPO8_15158,Epinephelus_lanceolatus
C1-DZ1-2-1_70083,Gomphocerus_sibiricus_dataset
D7_YZ1_2_1_88667,Rhinella_marina
B2_YZ6_2_146560,homo_sapiens
Nh25SPW1_111290,Calochortus_balsensis
GL_XX1_2_1_209656,Smilax_azorica
C1-TZ-H2_132766,Heterocephalus_glaber
GW_YZ3_2_1_47087,Andrena_camellia_dataset
GW_XX1_2_196507,Canna_indica
GM1_YZ2_2_1_81708,Bombyx_mori_dataset
X3_25_88847,Phoenix_dactylifera
X2_01_284525,Phoenix_dactylifera
D3_XX1_2_87541,Nematopogon_robertella_dataset
B1_NC_2_1_52367,Pampusana_beccarii
GD1_UK1_2_1_39541,Frankliniella_intonsa_dataset
B1_YZ_H2_45129,Rhinella_marina
B1_YZ1_2_1_31190,Coptis_teeta
X3_1_112658,Rhinella_marina
B1_XZ_H2_280189,Bombyx_mori_dataset
C2-LD1-2-2_111678,Megalurothrips_usitatus_dataset
L_WS_2_2_306161,Epicrius_mollis
L_LJZ_2_1_194009,Carpoglyphus_lactis
C1-TZ-H2_95968,Tanypteryx_hageni_dataset
GL_YZ1_2_1_23981,Boana_sibleszi
GL_YZ2_2_140003,Rhinella_marina
GL_QZ2_2_5172,Heterocephalus_glaber
GL_QZ1_2_1_56958,Andrena_camellia_dataset
B1_UK_H4_79017,Armillaria_mellea
SQ1_Z1_3_260379,Stratiolaelaps_miles
A1_YZ1_2_1_110956,Frankliniella_intonsa_dataset
YQ_E1_3_342848,Megalurothrips_usitatus_dataset
L_WS_2_2_75053,Andrena_camellia_dataset
SZ4_YZ1_1_99174,Leiobunum_manubriatum
D1_YZ1_2_3_18617,Curcuma_longa
B1_YZ_H3_95864,Geranium_maculatum
GL_XX1_2_1_43776,Pergamasus_crassipes
G1_UK_2_1_245803,Phoenix_dactylifera
GD2_XX1_2_1_67893,Frankliniella_intonsa_dataset
B1_NC_2_12_159354,Solea_senegalensis
GL_X2_A5_2_106940,Frankliniella_intonsa_dataset
GL_X2_A3_5_29668,Frankliniella_intonsa_dataset
B2_TZ_H1_173783,Carpoglyphus_lactis
B2_TZ_H1_292884,Aptinothrips_rufus_dataset
J4_YZ1_2_64004,Caloenas_nicobarica
D7_QZ1_2_23853,homo_sapiens
X4_LZ2_2_1_41828,Phoenix_dactylifera
YQ_E1_3_543788,Calochortus_balsensis
A1_LZ2_2_200266,Aquilaria_sinensis
G1_QZ1_2_1_107990,Amilenus_aurantiacus
A1_YZ1_2_55808,Phoenix_dactylifera
B1_NC_2_1_132476,Tiliqua_scincoides
B1_NC_2_1_60928,Erythroxylum_alaternifolium
B1_TZ_H2_15935,Leiobunum_manubriatum
B1_UK_H10_57598,Tanypteryx_hageni_dataset
B1_UK_H7_29209,Canna_indica
B1_XZ_H2_178015,Periplaneta_americana_dataset
B1_XZ_H5_79475,Phoenix_dactylifera
B1_YZ_H3_226704,Andrena_camellia_dataset
B1YZ_2_4_202328,Cinnamomum_aromaticum
B1YZ_2_4_202328,Persea_americana
B2_TZ_H1_159470,Geranium_maculatum
B3_LZ1_2_133104,Coptis_teeta
C1-UK-H2_71629,Ornithodoros_gurneyi
C1-YZ2-H2_91009,Leiobunum_manubriatum
C2-UK-H1_166558,Berberis_aquifolium
D1_YZ1_2_3_12804,Carpoglyphus_lactis
D4_LZ1_2_1_109000,Manis_pentadactyla
G1_XZ2_2_1_159563,Heterocephalus_glaber
G1_XZ2_2_2_223428,Cinnamomum_aromaticum
G1_XZ2_2_2_223428,Persea_americana
G1_YZ1_2_2_108454,Phoenix_dactylifera
G1_YZ1_2_4_92658,Bombus_bimaculatus_dataset
GL_LD_2_1_60924,Cosmoglyphus_oudemansi
GL_YZ2_2_148048,Santalum_album
GL_YZ2_2_148048,Scurrula_parasitica
GM_UK1_2_1_127685,Pampusana_beccarii
GM_YZ3_2_1_90346,Boana_sibleszi
GW_HX1_2_183338,Anabrus_simplex_dataset
GW_QZ2_2_82358,homo_sapiens
GW_YZ4_2_56419,Tanypteryx_hageni_dataset
H_NC_7_115258,Armillaria_mellea
M_4_1_1_116574,Tanypteryx_hageni_dataset
M_97_2_1_26949,Leiobunum_manubriatum
Nh12SPO4_103870,Carpoglyphus_lactis
Nh25SPW1_214368,Canna_indica
Nh54SPW1_111796,Pampusana_beccarii
Nh58SPO1_70636,Allygidius_commutatus_dataset
Nh68SPW1_85438,Macrotermes_natalensis_dataset
Nh95SPO1_88198,Erodium_cicutarium
P1_XX1_2_245315,Zingiber_officinale
ST1_B1_1_102487,Macrotermes_natalensis_dataset
ST1_B1_1_121996,Stephania_cephalantha
ST1_B1_1_31489,Alca_torda
ST1_B1_1_5689,Epinephelus_lanceolatus
ST1_B1_1_57102,Leiobunum_manubriatum
ST1_B1_2_183243,Stephania_cephalantha
ST1_S1_1_22283,Calochortus_balsensis
SZ1_XX1_2_230442,Calochortus_balsensis
SZ1_YZ2_2_70707,Amilenus_aurantiacus
SZ3_PF1_2_499380,Erodium_cicutarium
SZ4_YZ1_1_138151,Caloenas_nicobarica
X1_PF1_2_1_32272,Canna_indica
X2_05_31365,Anabrus_simplex_dataset
X2_06_37805,Tiliqua_scincoides
X4_PM1_2_1_187898,Santalum_album
X4_PM1_2_1_187898,Scurrula_parasitica
XC3_LZ3_2_1_268389,Canna_indica
B2_YZ6_2_61782,Gomphocerus_sibiricus_dataset
B1_UK_H3_248461,Succisa_pratensis
Ns103SPW1_186508,Curcuma_longa
B1YZ_2_4_20795,Berberis_aquifolium
Nh96SPW1_35042,Chrysomya_bezziana_dataset
Nh16SPW1_36308,Amilenus_aurantiacus
Nd21SPO2_119982,Ardea_alba
GQ2_LZ3_2_1_50748,Frankliniella_intonsa_dataset
H_NC_4_47659,Cyprinus_carpio
M_11_2_3_166345,Bombus_bimaculatus_dataset
hnSP37W2_23550,Araneus_angulatus
SZ1_YZ2_2_37487,Bartramia_longicauda
X2_01_55693,Phoenix_dactylifera
SZ2_YZ1_2_298024,Phoenix_dactylifera
GW_QZ2_2_85357,Aramus_guarauna
B1_XZ_H5_140427,Solea_senegalensis
GW_YZ3_2_1_264703,Canna_indica
GL_XX2_2_1_131443,Bartramia_longicauda
Nh55SPW2_137802,Pampusana_beccarii
Nd19SPW1_127535,Cosmoglyphus_oudemansi
GM_UK4_2_1_56545,Sorex_araneus
X3_3_85238,Carpoglyphus_lactis
GL_X2_A5_2_185359,Pleurotus_ostreatus
GL_X2_A3_5_33182,Aptinothrips_rufus_dataset
X2_03_19857,Aedes_aegypti
X2_05_56671,Cosmoglyphus_oudemansi
X2_01_117927,Armillaria_mellea
GQ1_YZ1_2_1_8413,Armillaria_mellea
C1-JB1-2-2_102560,Aptinothrips_rufus_dataset
C2-YZ5-H2_31803,Megalurothrips_usitatus_dataset
C2-UK-H1_166924,Calochortus_balsensis
C2-TZ-H1_94782,Succisa_pratensis
C1-YZ4-2-2_25583,Aptinothrips_rufus_dataset
C1-YZ3-2-1_27539,Nematopogon_robertella_dataset
C1-YZ2-H2_95751,Aptinothrips_rufus_dataset
C1-YZ1-H1_139094,Frankliniella_intonsa_dataset
C1-UK-H2_17625,Aptinothrips_rufus_dataset
C1-UK-H1_6541,Aedes_aegypti
C1-TZ-H2_31146,Aptinothrips_rufus_dataset
C1-JB1-2-1_50577,Frankliniella_intonsa_dataset
GM1_LZ2_2_1_173536,Epicrius_mollis
GL_QZ1_2_1_301169,Cyprinus_carpio
GL_DL_2_50585,Acomys_cahirinus
YQ_D1_1_117903,Gomphocerus_sibiricus_dataset
M_14_2_33202,Cosmoglyphus_oudemansi
C1-UK-H2_64217,Heliornis_fulica
M_66_2_1_70477,Acheta_domesticus_dataset
A1_LZ2_2_248336,Periplaneta_americana_dataset
GW_YZ5_2_65256,Megalurothrips_usitatus_dataset
G1_XZ_H1_39136,Aptinothrips_rufus_dataset
ST1_S1_1_153668,Rhizoctonia_solani
X2_01_213282,Solea_senegalensis
D6_XX1_2_14645,Erythroxylum_alaternifolium
G1_LD_H1_341982,Canna_indica
XC1_LD1_2_1_83745,Rhinella_marina
GQ2_LZ1_2_1_1222,Rhinella_marina
GA_YL1_2_1_164326,Aptinothrips_rufus_dataset
A2_XX1_2_1_13337,Calochortus_balsensis
GQ2_UK3_2_1_4983,Phoenix_dactylifera
B1_YZ_H3_13024,Frankliniella_intonsa_dataset
B1_YZ_H3_241850,Pergamasus_crassipes
C1-UK-H1_122699,Canna_indica
B1_UK_H7_77878,Canna_indica
ST1_B1_3_19382,Caloenas_nicobarica
P1_TZ1_2_287612,Merops_apiaster
B1_NC_2_12_6281,Anax_junius_dataset
M_47_2_3_203124,Phalangium_opilio
M47_2_3_201868,Phalangium_opilio
GM1_YZ4_2_1_168858,Adelges_abietis_dataset
GL_X2_A5_2_137021,Canna_indica
B1_UK_H5_258423,Alca_torda
B2_UK_H1_67262,Andrena_camellia_dataset
X3_3_76065,Curcuma_longa
X2_026_125908,Pampusana_beccarii
D3_XX1_2_88013,Andrena_camellia_dataset
D3_UK1_2_1_159423,Canna_indica
GQ1_YZ1_2_1_24299,Pampusana_beccarii
Nh12SPO4_63826,Gomphocerus_sibiricus_dataset
B1_YZ_H2_287057,Canna_indica
B1_TZ_H2_118304,Tanypteryx_hageni_dataset
GM1_LD1_2_80869,Gentiana_macrophylla
GM1_YZ2_2_1_85197,Tiliqua_scincoides
GM1_LD1_2_31536,Tripterygium_wilfordii
GD1_LD1_2_1_105653,Eurillas_virens
GD2_XX1_2_1_153963,Tripterygium_wilfordii
GD1_YZ2_2_1_211709,Helwingia_omeiensis
GD1_DY1_2_1_1171,Tripterygium_wilfordii
C2-LZ-H2_214078,Andrena_camellia_dataset
B1_UK_H12_234630,Bombyx_mori_dataset
J4_YZ1_2_1_72987,Megalurothrips_usitatus_dataset
M_52_2_1_413871,Juglans_californica
X2_04_37886,Ornithodoros_gurneyi
GC_UK1_2_1_64915,Dipsacus_fullonum
B2_YZ6_2_9868,Aedes_aegypti
X4_LZ2_2_1_570,Aquilaria_sinensis
YQ_D1_1_64071,Allygidius_commutatus_dataset
X3_3_26963,Gomphocerus_sibiricus_dataset
B1_NC_2_12_136858,Erodium_cicutarium
C2-UK-H1_128478,Pampusana_beccarii
P1_XX1_2_234428,Phoenix_dactylifera
GL_YZ2_2_1504,Rhinella_marina
GL_QZ2_2_70097,Rhinella_marina
G1_XXZ1_2_2_521884,Amilenus_aurantiacus
D7_QZ1_2_35749,Coptis_teeta
B2_TZ2_2_61344,Allygidius_commutatus_dataset
Nh25SPW1_53845,Pampusana_beccarii
GQ1_LD1_2_1_237669,Canna_indica
C2-LD1-2-2_117455,Periplaneta_americana_dataset
ST1_B1_1_80120,Rana_temporaria
G1_XZ_H1_22469,Cyprinus_carpio
GL_X1_B2_1_116014,Canna_indica
GL_X2_A1_1_24361,Pergamasus_crassipes
GL_X2_A5_2_32141,Ornithodoros_gurneyi
GL_X2_A1_3_44544,Ornithodoros_gurneyi
GD1_YZ2_2_1_340687,Anax_junius_dataset
M_15_2_16942,Solea_senegalensis
G1_XZ2_2_1_1629,Anania_coronata_dataset
ST1_B1_2_219018,Dipsacus_fullonum
GL_X2_A1_1_42941,Ornithodoros_gurneyi
B1_YZ_H3_24995,Coptis_teeta
G1_YZ1_1_1_366371,Ilex_asprella
G1_YZ1_1_1_259160,Cinnamomum_aromaticum
G1_YZ1_1_1_259160,Persea_americana
G1_YZ2_1_32739,Malania_oleifera
G1_YZ1_1_1_344131,Eratigena_atrica
G1_XZ_H1_285685,Caloenas_nicobarica
G1_YZ1_2_2_169028,Carpinus_betulus
X4_PM1_2_1_60196,Amilenus_aurantiacus
GM_YZ1_2_1_31968,Thelephora_terrestris
D1_YZ1_2_3_21127,Areca_camarinensis
XC1_LZ1_2_1_113755,Alca_torda
GD2_YZ1_2_1_198719,Nycticorax_caledonicus
GD1_UK1_2_1_62826,Crocanthemum_greenei
C1-YZ2-H2_107769,Calochortus_balsensis
B1_YZ2_2_228346,Macrotermes_natalensis_dataset
B2_XZ_H1_23670,Rhizoctonia_solani
M_97_2_1_126131,Chamaelirium_luteum
Nh68SPW1_179743,Tanypteryx_hageni_dataset
GL_YZ4_2_1_4075,Rana_temporaria
GM_XX1_2_1_91162,Megalurothrips_usitatus_dataset
C2-YZ5-H2_59124,Alca_torda
C2-UK-H1_159945,Boa_constrictor
XC2_YZ1_2_1_74028,Talpa_europaea
G1_XXZ1_2_2_40921,Andrena_camellia_dataset
P1_YZ1_2_191,Rana_temporaria
B1_NC_2_12_80313,Cyprinus_carpio
A2_YZ1_2_102236,Rhizoctonia_solani
B1_UK_H7_170966,Curcuma_longa
B1_NC_2_1_109957,Cyprinus_carpio
Nh15SPW1_92317,Pseudeuparius_sepicola_dataset
B1_NC_2_12_8802,Coptis_teeta
G1_XZ_H1_258072,Canna_indica
D7_XX1_2_85680,Stephania_cephalantha
B1_XXZ4_2_2_16069,Rhinella_marina
Ns110SPO4_13870,Bombus_bimaculatus_dataset
B1_YZ2_2_325777,Rhinella_marina
Nh16SPW1_176240,Heliornis_fulica
B1_XXZ_H4_60778,Dipsacus_fullonum
D7_LD1_2_33361,Carpoglyphus_lactis
D3_LD1_2_1_226024,Bombyx_mori_dataset
A1_YZ1_2_162691,homo_sapiens
L1_YZ3_2_1_47854,Canna_indica
B1_TZ_H1_455625,Caloenas_nicobarica
GM_YZ2_2_1_41851,Boana_sibleszi
C2-LD1-2-3_85640,Phalangium_opilio
D6_LZ2_2_250463,Ornithodoros_gurneyi
XC1_LZ1_2_1_92641,Carpoglyphus_lactis
GD1_YZ2_2_1_220366,Anania_coronata_dataset
SZ1_YZ2_2_80656,Orthetrum_coerulescens_dataset
GA_HX1_2_143161,Bombyx_mori_dataset
GM_YZ4_2_1_3490,Santalum_album
